"Id","SalePrice"
1461,110021.943214995
1462,150938.34839496
1463,201014.190593583
1464,198651.811541622
1465,168035.379028207
1466,203471.064807623
1467,159247.328954912
1468,185516.984012719
1469,152072.290339901
1470,108699.010945896
1471,173421.603266678
1472,118621.002964133
1473,128542.994982369
1474,184666.527554013
1475,104352.233490288
1476,267633.279858885
1477,192982.101816916
1478,207534.356776996
1479,219251.756874723
1480,301840.528531281
1481,259695.686244296
1482,176539.943615267
1483,172193.166159658
1484,155278.532147617
1485,176917.924263581
1486,210841.687449741
1487,280957.097711945
1488,197801.355082916
1489,162176.678979344
1490,185800.469498954
1491,203849.045455937
1492,120983.382016094
1493,188257.343712994
1494,269050.707290062
1495,257333.307192335
1496,187690.372740523
1497,205833.443859584
1498,160475.766061932
1499,160475.766061932
1500,163877.591896756
1501,189958.256630406
1502,149136.346612519
1503,159348.417819942
1504,221708.631088762
1505,188068.353388837
1506,219913.223009272
1507,282847.000953514
1508,247499.216633226
1509,180798.819611748
1510,141772.317673351
1511,139598.928945547
1512,189769.266306249
1513,214810.484257036
1514,210369.211639349
1515,279634.165442847
1516,194116.043761857
1517,131944.820817193
1518,198651.811541622
1519,186934.411443895
1520,133362.24824837
1521,139315.443459312
1522,174656.634076649
1523,151694.309691588
1524,125897.130444173
1525,117203.575532956
1526,118715.498126211
1527,118432.012639976
1528,141016.356376724
1529,136386.09343488
1530,157175.029092137
1531,199603.356865358
1532,113801.749698132
1533,152639.261312372
1534,143567.725752842
1535,179664.877666807
1536,143000.754780371
1537,103974.252841974
1538,195060.995382642
1539,283123.892736799
1540,260262.657216767
1541,164262.166248021
1542,177680.479263159
1543,220770.273170929
1544,97643.0769827187
1545,132322.801465507
1546,138370.491838527
1547,162655.748492687
1548,159159.427495785
1549,123629.24655429
1550,192226.140520288
1551,126275.111092487
1552,210753.785990614
1553,172766.73083508
1554,150465.872584568
1555,205360.968049192
1556,141016.356376724
1557,156891.543605902
1558,112195.331942799
1559,203383.163348496
1560,205833.443859584
1561,220196.708495507
1562,109643.962566681
1563,106998.098028485
1564,155096.135526412
1565,161427.311385667
1566,165490.60335504
1567,96792.6205240127
1568,234276.487645195
1569,199218.782514093
1570,126842.082064957
1571,170026.371134805
1572,136102.607948645
1573,167852.982407001
1574,169736.291945619
1575,160765.845251118
1576,217361.853633154
1577,162554.659627657
1578,183627.08077115
1579,116542.109398407
1580,206967.385804525
1581,122306.314285192
1582,108132.039973426
1583,233993.00215896
1584,245332.421608373
1585,105486.175435229
1586,85831.1817229134
1587,119093.478774525
1588,138370.491838527
1589,131188.859520566
1590,128920.975630683
1591,116069.633588015
1592,169547.301621462
1593,106242.136731857
1594,319221.044650763
1595,182783.218015395
1596,226912.458706028
1597,252797.53941257
1598,203187.579321388
1599,123062.27558182
1600,159625.309603226
1601,76381.6655150692
1602,129960.422413546
1603,115313.672291387
1604,202620.608348917
1605,228134.302110096
1606,168507.854838599
1607,262334.957079541
1608,174272.059725384
1609,161798.69833103
1610,183532.585609072
1611,144796.162859861
1612,182209.653339973
1613,174083.069401227
1614,114652.206156838
1615,128542.994982369
1616,128542.994982369
1617,128542.994982369
1618,107943.049649269
1619,104068.748004053
1620,320348.392892754
1621,145741.114480646
1622,186839.916281817
1623,217456.348795232
1624,216889.377822762
1625,108699.010945896
1626,182587.633988287
1627,199029.792189936
1628,262814.026592885
1629,200919.695431505
1630,285398.370329632
1631,186745.421119739
1632,210936.18261182
1633,177673.885560208
1634,201675.656728132
1635,190336.237278719
1636,159530.814441147
1637,229835.215027508
1638,240796.653828608
1639,204982.987400878
1640,299667.139803477
1641,208384.813235702
1642,225110.456923586
1643,224165.505302802
1644,218212.31009186
1645,200258.229296956
1646,152538.172447342
1647,159814.299927383
1648,136858.569245272
1649,124574.198175075
1650,106998.098028485
1651,106998.098028485
1652,118621.002964133
1653,118621.002964133
1654,193360.08246523
1655,146773.967560558
1656,184666.527554013
1657,193360.08246523
1658,184666.527554013
1659,104352.233490288
1660,131188.859520566
1661,330749.454424333
1662,301273.557558811
1663,237961.798966254
1664,299761.634965556
1665,211125.172935977
1666,215471.950391585
1667,285209.380005475
1668,211786.639070526
1669,191753.664709896
1670,217928.824605625
1671,213393.056825859
1672,278783.708984141
1673,295597.254131153
1674,198840.801865779
1675,175406.001670326
1676,170492.253242247
1677,175406.001670326
1678,282563.515467279
1679,254970.928140374
1680,225110.456923586
1681,184666.527554013
1682,208857.289046094
1683,179847.274288012
1684,184666.527554013
1685,187879.36306468
1686,162365.6693035
1687,176917.924263581
1688,201108.685755662
1689,197706.859920838
1690,187784.867902601
1691,173894.07907707
1692,236449.876372999
1693,176917.924263581
1694,190147.246954562
1695,182209.653339973
1696,265554.386293159
1697,182209.653339973
1698,300990.072072575
1699,242025.090935627
1700,241836.10061147
1701,257994.773326884
1702,207345.366452839
1703,203754.550293858
1704,207912.33742531
1705,182398.64366413
1706,282374.525143122
1707,182776.624312444
1708,179563.788801777
1709,191659.169547818
1710,183910.566257385
1711,216700.387498605
1712,220574.689143821
1713,204132.530942172
1714,193832.558275622
1715,203282.074483466
