"Id","SalePrice"
1461,92835.042530003
1462,129063.005463439
1463,208137.554156409
1464,205830.775937119
1465,168484.058565797
1466,205569.355738253
1467,178530.022713356
1468,193005.089037868
1469,169908.24113844
1470,102719.554201191
1471,182436.196496659
1472,113649.834663762
1473,123338.303184779
1474,163612.974223172
1475,104684.14198547
1476,288090.443239035
1477,215196.251509477
1478,223196.94563253
1479,235880.377541761
1480,314041.720205024
1481,270405.172889785
1482,194173.827337002
1483,188687.543471955
1484,173412.823363394
1485,192059.28796898
1486,225184.623197981
1487,286198.929097175
1488,214934.83131061
1489,185115.863529939
1490,201974.586015064
1491,218356.559668884
1492,89878.5621104091
1493,200648.199538462
1494,268363.707164183
1495,256922.087196506
1496,203820.008590496
1497,220294.253373087
1498,176004.111562723
1499,177245.923504278
1500,180567.684140055
1501,199825.455973242
1502,163689.764168578
1503,201849.356884941
1504,230828.555240497
1505,200463.657280919
1506,188095.60972254
1507,281835.291964835
1508,209197.083462793
1509,174364.23739547
1510,130047.20150503
1511,127924.965543283
1512,158661.119644403
1513,179387.532944211
1514,220997.83172946
1515,289874.381060591
1516,141794.78856147
1517,172607.105658071
1518,156158.298274942
1519,208049.087326541
1520,113142.387453477
1521,118955.468566088
1522,153464.870726663
1523,127317.550610503
1524,97160.2846896406
1525,92396.7766673174
1526,97598.5505523263
1527,142026.967061971
1528,176497.886253926
1529,117336.875515723
1530,167440.010442779
1531,171615.389014591
1532,82865.956323768
1533,129482.073839773
1534,174021.958964541
1535,220445.837629279
1536,126279.478412843
1537,98105.9977626116
1538,208533.532751571
1539,273786.78560699
1540,206384.578701584
1541,186778.464516193
1542,203606.400626422
1543,255616.530878703
1544,67087.5933038257
1545,100951.097563
1546,106856.449804382
1547,130570.129898681
1548,127156.098134132
1549,129716.511962646
1550,139949.365986038
1551,95045.7453216179
1552,177536.134443421
1553,213710.045228953
1554,172065.067773986
1555,163951.360359279
1556,109440.041409986
1557,124941.591043614
1558,81297.3471346512
1559,170338.986399237
1560,153236.408529148
1561,188372.423108855
1562,150831.119267975
1563,98575.0500001931
1564,157959.173960478
1565,151723.22017263
1566,196670.672781105
1567,66257.1531448816
1568,233166.119834683
1569,196449.907177313
1570,141546.413931761
1571,173779.824247943
1572,164248.915908476
1573,210153.758474384
1574,135374.204520162
1575,174671.749160763
1576,217891.399726122
1577,185484.948045025
1578,184950.606754664
1579,142665.168369648
1580,213950.635269019
1581,158228.202757151
1582,104649.55131167
1583,246549.237805467
1584,250170.901608731
1585,140562.129894253
1586,126336.98287598
1587,93000.3873011949
1588,129209.064752362
1589,99843.8440177408
1590,128674.635466083
1591,95014.9589467216
1592,178653.080217024
1593,75484.2660220405
1594,265570.938843333
1595,150223.88032703
1596,236777.915417768
1597,250009.44913236
1598,221436.097592146
1599,140339.192664007
1600,156546.492280462
1601,46326.5893302178
1602,129689.617882571
1603,84342.2943841135
1604,218398.846936407
1605,235861.180055411
1606,150318.235086339
1607,221200.026796824
1608,194442.944129593
1609,184746.779014852
1610,202243.702807655
1611,146659.808982819
1612,198468.283121743
1613,183082.09439806
1614,112258.071138464
1615,122096.491243225
1616,122096.491243225
1617,124580.115126334
1618,144202.991183869
1619,115583.636073145
1620,270770.992059975
1621,164967.887452297
1622,158284.338535592
1623,220467.294738003
1624,218671.856023819
1625,85334.1870194287
1626,160341.197448642
1627,204958.048510651
1628,274691.932080802
1629,206803.471086083
1630,299228.355740321
1631,194204.613711899
1632,215342.398794318
1633,185346.585349826
1634,210025.263999365
1635,193985.480780556
1636,161421.468917909
1637,210202.197659101
1638,222147.460538161
1639,197111.198266163
1640,295775.929003069
1641,215334.702200593
1642,237875.751700937
1643,234469.416530112
1644,229898.147359056
1645,178837.710470485
1646,130998.978499277
1647,139345.667356243
1648,130216.350575125
1649,119462.915776372
1650,101058.673883302
1651,145763.903779261
1652,116133.458546871
1653,114891.646605317
1654,173343.730011713
1655,126612.251585764
1656,166096.59810628
1657,175827.353894822
1658,167338.410047835
1659,105925.953927024
1660,166901.68886168
1661,326500.494215644
1662,319697.153140166
1663,256633.684921646
1664,315737.191196712
1665,230428.684350514
1666,230947.720449344
1667,301527.437365887
1668,231074.582251915
1669,209029.479069228
1670,237072.205622068
1671,227675.943674814
1672,290285.752843201
1673,288450.198487949
1674,215949.813727098
1675,191824.761850189
1676,187026.663154066
1677,195550.197674852
1678,296460.221877174
1679,268275.240334314
1680,245326.623350264
1681,204592.768294468
1682,222005.117552224
1683,193677.881019345
1684,200867.332469805
1685,205246.362789593
1686,180333.158021264
1687,193301.099910534
1688,216922.508876062
1689,212358.93629873
1690,201428.655836159
1691,187864.799906735
1692,247706.475211973
1693,192059.28796898
1694,200009.998230785
1695,192259.223413971
1696,272400.547048961
1697,191017.411472417
1698,308244.032279862
1699,244457.788218617
1700,245515.057902628
1701,258809.797039461
1702,226737.83919965
1703,223231.53630633
1704,226049.654030725
1705,199894.637320841
1706,297517.491561185
1707,203989.15766059
1708,199610.127340802
1709,211420.831823566
1710,202612.787322741
1711,233389.057064929
1712,240897.609169227
1713,222358.808879862
1714,208575.820019095
1715,216561.1209547
1716,179669.69530596
1717,171323.006448992
1718,170407.991755001
1719,232474.042370937
1720,204792.70373946
1721,167589.874030605
1722,166348.062089051
1723,168068.794488366
1724,205280.953463393
1725,252385.408699249
1726,210006.066513014
1727,172040.345320365
1728,194958.17592952
1729,172105.722369062
1730,210371.346729197
1731,101827.629288371
1732,89882.366409312
1733,89882.366409312
1734,110964.642663214
1735,136532.986603199
1736,95553.1925319028
1737,221309.323785492
1738,232181.835797174
1739,343795.310937
1740,229505.973062798
1741,184417.810140834
1742,199825.455973242
1743,193047.376305392
1744,226553.296942107
1745,195548.114044315
1746,261093.573473496
1747,218748.82196106
1748,300181.853402934
1749,145089.567121254
1750,132296.299269348
1751,259772.623968246
1752,97333.2380586388
1753,162292.112713839
1754,218195.195188431
1755,146096.852944018
1756,91408.6883309055
1757,87398.7425262029
1758,130866.140771347
1759,165116.294359511
1760,173533.709240607
1761,133099.845348217
1762,214308.306887396
1763,155579.410094685
1764,91289.5231220583
1765,173641.461552745
1766,145950.793655095
1767,214834.863588115
1768,109509.222757586
1769,131546.629346548
1770,148991.760613819
1771,114860.948226338
1772,130227.93946367
1773,114676.405968795
1774,180333.334013099
1775,99459.366315206
1776,100347.486929122
1777,69671.1849094303
1778,159931.370342563
1779,111873.681431848
1780,198246.978563946
1781,107225.534319468
1782,79513.4093130943
1783,192512.947019114
1784,158185.915489627
1785,95968.4566093339
1786,217549.385282947
1787,226184.212427021
1788,51770.5859277416
1789,74561.554734325
1790,123003.721347575
1791,256553.090677337
1792,139977.892738563
1793,113572.956722439
1794,155033.303923944
1795,107152.460677048
1796,111808.304383151
1797,101043.368691771
1798,102488.92037722
1799,66526.2699374724
1800,116833.232604341
1801,190152.380639673
1802,189085.242735483
1803,180527.205536814
1804,118098.04633115
1805,109067.064600079
1806,183256.768435424
1807,177595.986524848
1808,182822.306871642
1809,197880.065675314
1810,140258.598419698
1811,155174.102233351
1812,130016.503126051
1813,143872.477633321
1814,75945.6216658987
1815,52970.1106017726
1816,69578.913780659
1817,137550.316637977
1818,183409.067637458
1819,186128.674319971
1820,71793.4208711772
1821,133061.450375514
1822,201418.787615979
1823,70040.2694245167
1824,128632.436194477
1825,190575.341310828
1826,101873.808850716
1827,149158.738057459
1828,144193.837909532
1829,95414.8298367043
1830,161356.267861048
1831,232235.711953243
1832,194573.874218821
1833,176304.190722045
1834,192745.30151145
1835,232304.893300842
1836,150223.88032703
1837,78806.0266578179
1838,144583.752583418
1839,124791.463468035
1840,157855.852897168
1841,139287.986901272
1842,100826.407386884
1843,114680.210267698
1844,126679.261306908
1845,175569.825990776
1846,113922.843751174
1847,195044.559128851
1848,57399.1247828091
1849,129078.398650887
1850,102957.972614803
1851,147732.559850197
1852,101950.686792039
1853,137234.932287124
1854,145314.137023949
1855,160938.744161244
1856,226238.088583089
1857,253302.056065689
1858,239813.533401058
1859,175869.641162345
1860,144193.210959607
1861,173839.67632937
1862,320912.609955653
1863,320912.609955653
1864,320912.609955653
1865,224782.580681543
1866,228952.346290168
1867,205700.021839727
1868,239840.339485216
1869,188033.94897683
1870,185954.000282607
1871,205984.531819766
1872,198971.926033125
1873,213923.741188944
1874,142488.322705829
1875,192820.546780325
1876,221332.325570747
1877,194792.831158328
1878,199221.845339364
1879,114960.827952916
1880,116848.537795871
