"Id","SalePrice"
1461,179079.430178717
1462,183929.313874124
1463,183128.028741839
1464,176064.984509436
1465,166946.469720303
1466,176105.323806714
1467,172401.442874872
1468,173175.223940831
1469,176428.038184933
1470,173171.556731987
1471,168510.534292016
1472,160849.735018138
1473,160849.735018138
1474,161949.89767116
1475,161949.89767116
1476,181345.765243943
1477,181391.605354486
1478,178892.402527703
1479,183663.441232977
1480,183989.82282004
1481,182797.979945932
1482,170846.546325267
1483,191679.959764665
1484,163642.314552393
1485,182156.218398336
1486,173496.104714629
1487,189734.505473238
1488,174247.882527528
1489,174665.944335676
1490,176912.109752263
1491,179625.844296385
1492,175738.602922373
1493,186025.123728131
1494,181868.342504129
1495,178184.631220926
1496,166634.756968613
1497,164214.399131964
1498,163664.317805453
1499,162433.96923849
1500,162433.96923849
1501,163233.420766353
1502,162175.43101503
1503,181336.597221834
1504,171299.446617428
1505,172438.114963306
1506,176941.44742301
1507,177555.704904281
1508,192308.88608131
1509,175371.882038032
1510,175371.882038032
1511,175921.963364543
1512,175518.570391768
1513,177205.486459736
1514,182082.874221468
1515,175599.248986323
1516,189600.652350453
1517,178635.697908665
1518,172927.687343901
1519,172799.335034382
1520,172529.795184391
1521,177434.687012449
1522,176163.999148208
1523,173138.551852397
1524,177847.248007332
1525,177746.399764138
1526,182682.462867365
1527,172251.087312292
1528,172555.465646295
1529,171768.849349384
1530,175665.258745505
1531,166570.580813854
1532,165992.995421017
1533,168413.353257666
1534,170421.150099432
1535,179499.325591287
1536,172876.346420093
1537,175474.563885647
1538,175371.882038032
1539,174271.71938501
1540,174354.231583986
1541,177132.142282868
1542,168459.193368209
1543,172058.558848013
1544,166937.301698195
1545,168770.906119898
1546,168770.906119898
1547,169431.003711712
1548,168770.906119898
1549,169210.971181107
1550,169210.971181107
1551,168990.938650503
1552,172610.473778946
1553,181422.776629655
1554,163394.777955463
1555,185755.583878141
1556,177264.16180123
1557,175921.963364543
1558,168772.73972432
1559,169594.194505243
1560,168858.91913214
1561,177522.700024691
1562,172071.394078965
1563,172130.06942046
1564,171381.958816405
1565,178355.156432144
1566,194555.051497897
1567,174746.622930231
1568,189090.91032122
1569,191874.321833366
1570,178817.224746413
1571,174913.480932606
1572,175234.361706404
1573,189829.852903166
1574,178305.649112758
1575,179735.860561687
1576,180434.463846356
1577,171264.608133416
1578,183870.638532629
1579,178131.456692696
1580,174889.644075124
1581,185713.410976441
1582,171484.64066402
1583,176818.595926756
1584,174959.321043149
1585,165901.315199932
1586,173862.82559897
1587,173982.009886381
1588,176186.002401268
1589,179391.142930407
1590,169330.155468518
1591,169522.683932797
1592,166667.761848204
1593,172236.418476919
1594,170971.231425943
1595,175810.113494819
1596,176934.113005324
1597,186373.508568255
1598,193790.438454047
1599,164933.172065272
1600,164933.172065272
1601,172720.490044248
1602,174528.424004048
1603,173743.641311559
1604,164757.146040789
1605,178030.608449502
1606,175408.554126466
1607,181166.072010616
1608,179581.837790264
1609,175744.103735638
1610,175742.270131216
1611,185823.427241744
1612,176314.354710788
1613,179543.332097408
1614,162158.928575235
1615,160475.67971611
1616,161253.127990913
1617,161234.791946696
1618,170518.331133782
1619,181398.939772172
1620,171888.033636795
1621,176976.285907023
1622,177102.80461212
1623,175907.29452917
